surah_number,ayah_number,translation
72,2,Kitab yang memberi hidayah petunjuk kepada jalan yang benar lalu kami beriman dengannya dan kami sekali-kali tidak akan mempersekutukan sesuatu pun dengan Tuhan kami.
72,3,"Dan (ketahuilah wahai kaum kami!) Sesungguhnya Maha Tinggi keagungan Tuhan kami, Dia tidak beristeri dan tidak beranak."
72,4,Dan (dengan ajaran al-Quran) sesungguhnya (ketua) yang kurang akalnya antara kami telah mengucapkan perkataan yang melampaui batas terhadap Allah.
72,5,Dan sesungguhnya kami menyangka bahawa manusia dan jin itu tidak akan mengatakan perkataan yang dusta terhadap Allah.
72,6,"Dan sesungguhnya (amat salah perbuatan) beberapa orang manusia menjaga dan melindungi diri mereka dengan meminta pertolongan daripada ketua golongan jin kerana dengan permintaan itu, mereka menjadikan golongan jin bertambah sombong dan jahat."
72,7,Dan sesungguhnya (tidak benar) manu-sia menyangka seperti yang kamu sangka bahawa Allah tidak akan sekali-kali mengutuskan seorang Rasul (atau tidak akan membangkitkan manusia pada hari kiamat).
72,8,"Dan sesungguhnya kami telah berusaha mencari rahsia langit, lalu kami dapati langit itu penuh dengan pengawal yang kuat kawalannya (dengan rejaman) api yang menyala."
72,9,"Dan padahal dahulu, kami dapat menduduki beberapa tempat (perhentian) di langit itu untuk mendengar (percakapan penduduknya). Tetapi sekarang sesiapa yang cuba mendengar, pasti akan menjumpai api yang menyala yang menunggu untuk merejamnya."
72,10,"Dan sesungguhnya kami tidak mengetahui adakah (dengan adanya kawalan langit yang demikian), keburukan akan ditimpakan kepada orang di bumi atau Tuhan mereka menghendaki kebaikan bagi mereka?"
72,11,Dan sesungguhnya antara kami ada golongan yang soleh dan ada pula sebaliknya. Masing-masing menempuh jalan yang berbeza-beza.
72,12,Dan sesungguhnya antara kami mengetahui bahawa kami tidak akan sekali-kali mampu melepaskan diri dari-pada balasan Allah (walau di mana sa-haja kami berada) di bumi dan kami juga tidak sekali-kali dapat melepaskan diri daripada balasan-Nya (walau ke langit sekalipun).
72,13,"Dan sesungguhnya ketika kami mendengar hidayah petunjuk al-Quran, kami beriman kepadanya. Maka sesiapa yang beriman kepada Tuhannya, maka tidak perlu takut menanggung kerugian (tentang amal baiknya) dan tidak akan ditimpa sebarang kezaliman."
72,14,Dan bahawa sesungguhnya (dengan datangnya al-Quran) ada antara kami yang beragama Islam dan ada golongan (kufur) yang menyimpang daripada kebenaran. Sesiapa yang menuruti Islam (beriman dan taat) maka mereka itu telah memilih jalan yang lurus.
72,15,"Dan adapun orang yang menyimpang daripada kebenaran, maka mereka menjadi bahan bakar bagi neraka Jahanam."
72,16,"(Muhammad diwahyukan menerangkan lagi), Dan sekiranya mereka (manusia dan jin itu) tetap berjalan lurus di atas jalan (Islam), nescaya Kami akan menurunkan hujan yang lebat kepada mereka."
72,17,"(Pemberian yang demikian) untuk Kami menguji mereka dengan nikmat yang Kami berikan. Sesiapa berpaling daripada mengingati Tuhannya, nescaya Tuhan akan memasukkan mereka ke dalam azab yang sangat berat."
72,18,Dan sesungguhnya masjid ialah tempat (beribadat kepada) Allah. Maka janganlah kamu menyembah sesiapa pun di dalamnya selain Allah.
72,19,"Dan sesungguhnya ketika hamba Allah (Muhammad) berdiri melakukan ibadat kepada-Nya, mereka hampir-hampir menindih antara satu dengan yang lain mengerumuninya."
72,20,"Katakanlah (wahai Muhammad), Sesungguhnya aku hanya menyembah Tuhanku dan aku tidak mempersekutukan-Nya dengan sesiapa pun."
72,21,"Katakanlah lagi, Sesungguhnya aku tidak ada kuasa mendatangkan mudarat mahupun mendatangkan kebaikan kepadamu."
72,22,"Katakanlah lagi, Sesungguhnya tidak ada sesuatu pun yang dapat melindungiku daripada (azab) Allah (jika aku derhaka kepada-Nya) dan aku tidak sekali-kali akan mendapat tempat perlindungan selain-Nya."
72,23,"(Aku diberi kuasa) hanya menyampaikan wahyu daripada Allah dan perintah-Nya. Sesiapa yang menderhakai Allah dan Rasul-Nya, maka disediakan bagi mereka neraka Jahanam dan kekallah mereka di dalamnya buat selama-lamanya."
72,24,"(Golongan yang kufur ingkar itu tetap memandang kamu lemah dan kurang pengikut wahai Muhammad) sehingga mereka melihat (azab) yang dijanjikan kepada mereka, maka (pada saat itu), mereka akan mengetahui siapakah orangnya yang lebih lemah penolongnya dan sedikit jumlah bilangannya?"
72,25,"(Kalau ditanya, Bilakah azab itu? Maka katakanlah, Aku tidak mengetahui sama ada (azab) yang dijanjikan kepadamu itu sudah dekat atau Tuhanku menentukan kedatangannya bagi satu tempoh yang lama."
72,26,Hanya Allah yang mengetahui perkara ghaib tetapi Dia tidak memperlihatkan perkara ghaib itu kepada sesiapa pun.
72,27,"Melainkan kepada Rasul yang diredhai-Nya (untuk mengetahui sebahagian daripada perkara ghaib yang berkaitan dengan tugas-nya dan apabila Allah hendak melakukan yang demikian), maka Dia mengadakan di hadapan dan di belakang Rasul itu Malaikat yang menjaga dan mengawasnya (sehingga perkara ghaib itu selamat sampai kepada yang berkenaan)."
72,28,(Allah menciptakan Malaikat itu) supaya Dia mengetahui bahawa sesungguhnya para Rasul telah menyampaikan risalah Tuhan mereka (dengan sempurna) padahal Dia memang mengetahui segala keadaan yang ada pada mereka dan Dia menghitung setiap sesuatu dengan terperinci.
73,1,Wahai orang yang berselimut!
73,2,Bangunlah mendirikan solat tahajud pada waktu malam melainkan sedikit masa (untuk berehat).
73,3,Iaitu separuh daripada waktu malam atau kurang sedikit daripada itu.
73,4,Ataupun lebihkan (sedikit) daripadanya dan bacalah al-Quran itu dengan tartil.
73,5,Sesungguhnya Kami akan menurunkan wahyu yang berat (al-Quran) kepadamu.
73,6,Sesungguhnya bangun malam (bersolat dan beribadat) itu lebih kuat (mengisi jiwa) dan (bacaan al-Quran pada waktu itu) lebih berkesan.
73,7,Sesungguhnya pada siang hari kamu sangat sibuk dengan urusan yang panjang.
73,8,Dan sebutlah dengan lidah dan hati nama Tuhanmu (terus-menerus siang dan malam) dan tumpukanlah (amal ibadatmu) kepada-Nya dengan sepenuh hati.
73,9,"Dialah Tuhan yang menguasai timur dan barat. Tidak ada tuhan selain Dia, maka jadikanlah Dia sebagai penjaga yang menyempurnakan urusanmu."
73,10,Dan bersabarlah terhadap apa-apa yang dikatakan oleh mereka (yang menentangmu) dan jauhkanlah dirimu daripada mereka dengan cara yang baik.
73,11,Dan biarkanlah Aku sahaja yang membalas orang yang mendustakan (ajaranmu) yang memiliki segala kemewahan dan berilah tempoh sedikit masa lagi kepada mereka.
73,12,Sesungguhnya di sisi Kami disediakan (untuk mereka) belenggu dan neraka yang menjulang nyalaannya.
73,13,Dan makanan yang menjadikan pema-kannya tercekik dan azab seksa yang tidak terperi sakitnya.
73,14,(Azab itu tetap berlaku) pada hari bumi dan gunung-ganang bergoncang (serta hancur lebur) dan menjadi timbunan pasir yang berterbangan.
73,15,"Sesungguhnya Kami telah mengutus seorang Rasul kepada kamu yang akan menjadi saksi terhadapmu, sebagaimana Kami telah mengutus seorang Rasul kepada Firaun."
73,16,"Namun Firaun menderhakai Rasul itu, maka Kami menyeksanya dengan seksaan yang berat."
73,17,(Sekiranya kamu tidak ditimpa azab di dunia) lalu bagaimana kamu dapat menjaga dirimu jika kamu tetap ingkar kepada hari yang (huru-haranya) menyebabkan kanak-kanak kecil menjadi tua beruban.
73,18,Langit terbelah dengan sebab dahsyat-nya hari itu. Janji Allah itu adalah sesuatu yang tetap dilakukan-Nya.
73,19,"Sesungguhnya (keterangan yang mengandungi amaran) ini adalah peringatan. Maka sesiapa menghendaki kebaikan dirinya, nescaya dia mengambil jalan (yang lurus) kepada Tuhannya (dengan keimanan dan ketaatan)."
73,20,"Sesungguhnya Tuhanmu mengetahui bahawa kamu (Muhammad) berdiri (solat) kurang daripada dua per tiga malam, atau seper dua malam atau seper tiganya dan (demikian pula) segolongan daripada orang yang bersamamu. Dan Allah yang menetapkan kadar malam dan siang. Allah mengetahui bahawa kamu tidak dapat menentukan kadar masa itu, maka Dia memberi keringanan kepadamu. Oleh itu, bacalah mana-mana yang mudah (bagimu) daripada al-Quran (dalam solat). Dia mengetahui bahawa akan ada antara kamu yang sakit, yang bermusafir di bumi mencari rezeki kurniaan Allah dan yang berjuang di jalan Allah. Maka bacalah mana-mana yang mudah (bagimu) daripada Al-Quran dan dirikanlah solat, tunaikanlah zakat dan berikanlah pinjaman kepada Allah pinjaman yang baik (ikhlas). Apa-apa sahaja kebaikan yang kamu lakukan untuk dirimu, nescaya kamu memperoleh balasannya di sisi Allah sebagai balasan yang paling baik dan yang paling besar pahalanya. Dan mohonlah keampunan daripada Allah. Sesungguhnya Allah Maha Pengampun lagi Maha Pengasih."
74,1,Wahai orang yang berselimut!
74,2,"Bangunlah, serta berilah peringatan dan amaran (kepada umat manusia)."
74,3,Maka ucapkanlah dan ingatlah kebesaran Tuhanmu.
74,4,Dan pakaianmu hendaklah kamu bersihkan.
74,5,Dan jauhilah segala perbuatan yang keji.
74,6,Dan janganlah kamu memberi (sesuatu dengan maksud) memperoleh balasan yang lebih banyak.
74,7,"Dan bagi (menjalankan perintah) Tuhanmu, maka hendaklah kamu bersabar (terhadap tentangan musuh)."
74,8,Apabila sangkakala ditiup.
74,9,Maka pada saat itulah berlakunya hari yang sukar.
74,10,"Bagi orang kafir, tidak mudah untuk mereka (mengelakkan azabnya)."
74,11,(Jangan kamu bimbang wahai Muhammad) biarkanlah Aku sahaja membalas orang(yang menentangmu) yang Aku ciptakan dia (dalam keadaan) bersendirian (di dalam perut ibunya).
74,12,Dan Aku jadikan untuknya kekayaan yang melimpah.
74,13,Dan anak pinak (ramai) yang sentiasa berada di sisinya.
74,14,Dan Aku mudahkan baginya (mendapat kekayaan dan kekuasaan) dengan semudah-mudahnya.
74,15,"Kemudian, dia ingin sangat supaya Aku menambahi lagi."
74,16,Tidak sekali-kali (akan ditambah)! Sesungguhnya dia telah menentang ayat-ayat Kami (al-Quran yang disampaikan oleh Rasul kami).
74,17,Aku akan menyeksanya (dengan azab) yang amat berat.
74,18,Sesungguhnya dia telah memikirkan dan mereka-reka (pelbagai tuduhan terhadap al-Quran).
74,19,Maka celakalah dia! Bagaimanakah dia berani mereka-reka (tuduhan itu)?
74,20,"Maka sekali lagi, celakalah dia! Bagaima-nakah dia berani mereka-reka (tuduhan itu)?"
74,21,"Kemudian, dia merenung dan memikirkan (jalan untuk mencaci al-Quran berkali-kali tetapi gagal)."
74,22,Lalu dia memasamkan mukanya dan berkerut.
74,23,"Kemudian, dia berpaling (daripada kebenaran) dan menyombongkan diri."
74,24,"Lalu dia berkata, (Al-Quran) ini tidak lain hanya sihir yang dipelajari (daripada ahli-ahlinya)."
74,25,Ini hanya kata-kata (rekaan) manusia.
74,26,"(Disebabkan kekufuran itu), Aku mema-sukkan dia ke dalam neraka Saqar."
74,27,Tahukah kamu betapa dahsyatnya neraka Saqar itu?
74,28,Neraka itu membakar mangsanya dengan tidak meninggalkan sisa dan tidak membiarkannya (binasa terus).
74,29,Yang terus-menerus membakar kulit manusia.
74,30,Pengawal dan penjaganya sembilan belas (Malaikat).
74,31,"(Ketahuilah bahawa hikmah) Kami tidak menjadikan pengawal neraka itu melainkan (dalam kalangan) Malaikat (kerana mereka sekuat-kuat dan sebetul-betul makhluk yang menjalankan perintah Kami) dan (hikmah) Kami tidak menerangkan bilangan mereka melainkan dengan satu bilangan yang menyebabkan kesesatan dan kesengsaraan orang kafir itu supaya orang yang diberi kitab (Yahudi dan Nasrani) boleh percaya dengan yakin (kebenaran al-Quran), dan supaya orang yang beriman bertambah imannya dan supaya orang yang diberi kitab dan orang yang beriman itu tidak ragu-ragu (tentang kebenaran keterangan itu) dan (sebaliknya) supaya orang (munafik) yang ada penyakit (ragu-ragu) dalam hatinya dan orang kafir berkata, Apakah yang dimaksudkan oleh Allah dengan menyebutkan bilangan ganjil ini? Demikianlah Allah menyesatkan sesiapa yang dikehendaki-Nya (menurut undang-undang peraturan-Nya) dan memberikan hidayah petunjuk kepada sesiapa yang dikehendaki-Nya dan tiada yang mengetahui tentera Tuhanmu melainkan Dia sahaja. (Ingatlah, segala yang diterangkan berkenaan dengan) neraka itu tidak lain hanyalah menjadi peringatan bagi manusia."
74,32,Sebenarnya! Demi bulan.
74,33,Dan demi malam apabila melenyapkan diri.
74,34,Dan demi subuh apabila mulai terang.
74,35,Sesungguhnya (Saqar itu) adalah salah satu (bencana) yang sangat besar.
74,36,Sebagai amaran bagi umat manusia.
74,37,(Iaitu) bagi sesiapa antara kamu yang ingin maju (dalam melakukan kebaikan) atau yang berpaling (daripada melaku-kannya).
74,38,Setiap orang tidak terlepas daripada (balasan buruk bagi kejahatan) yang di-lakukannya.
74,39,Kecuali golongan kanan.
74,40,"(Mereka ditempatkan) di dalam syurga (yang penuh nikmat), mereka saling bertanya (sesama mereka)."
74,41,Tentang (tempat tinggal) orang yang berdosa.
74,42,"(Setelah melihat orang yang bersalah itu, mereka berkata), Apakah yang menyebabkan kamu masuk ke dalam (neraka) Saqar?"
74,43,"Mereka menjawab, Kami tidak termasuk orang yang mendirikan solat."
74,44,Dan kami tidak pernah memberi makan orang miskin.
74,45,Dan kami selalu memperkatakan perkara yang salah bersama-sama orang yang membicarakannya.
74,46,Dan kami sentiasa mendustakan hari pembalasan.
74,47,Sehingga datang kepada kami perkara yang tetap diyakini.
74,48,Maka tidak berguna lagi bagi mereka sebarang syafaat (pertolongan) daripada sesiapa pun yang boleh memberikan syafaat.
74,49,"(Jika demikianlah halnya orang yang bersalah), mengapakah mereka lari daripada peringatan al-Quran?"
74,50,Seakan-akan mereka sekawan keldai liar yang lari.
74,51,Melarikan diri (ketakutan) daripada singa.
74,52,(Mereka tidak berasa cukup dengan peringatan itu) bahkan setiap orang daripada mereka ingin agar diberikan kepadanya lembaran-lembaran (kitab) yang terbuka (yang diturunkan dari langit untuk dibaca oleh mereka sendiri).
74,53,Tidak! Sebenarnya mereka (tidak percaya dan) tidak takut kepada akhirat.
74,54,Ketahuilah sesungguhnya (al-Quran) itu benar-benar suatu peringatan (yang sangat besar pengajarannya).
74,55,Maka jika sesiapa menghendaki maka dia pasti mengambil pengajaran daripadanya.
74,56,Dan mereka tidak akan mengambil pengajaran daripadanya (al-Quran) kecuali (jika) Allah menghendakinya. Dialah Tuhan yang berhak dipatuhi perintah-Nya dan Dialah jua yang memberi keampunan (ke-pada orang yang beriman dan taat).
75,1,Aku bersumpah dengan hari kiamat.
75,2,Dan Aku bersumpah dengan al-Nafsu al-Lawwamah (bahawa kamu akan dibangkitkan sesudah mati)!
75,3,Patutkah manusia (yang kafir) menyangka bahawa Kami tidak akan mengumpulkan (kem-bali) tulang belulangnya (dan menghidupkanya semula)?
75,4,(Bahkan) Kami berkuasa menyusun (kembali) jari-jemarinya dengan sempurna (tulang yang lebih halus daripada yang lain).
75,5,(Kebenaran itu bukan tiada buktinya) tetapi manusia (yang ingkar) suka melakukan perbuatan kufur dan maksiat terus-menerus (sehingga mengingkari adanya hari kiamat).
75,6,"Dia bertanya (secara mengejek), Bilakah hari kiamat itu?"
75,7,Maka (jawabnya hari kiamat akan datang) apabila pandangan menjadi berpinar-pinar (kerana takut).
75,8,Dan bulan pun hilang cahayanya.
75,9,Dan matahari dan bulan dihimpunkan bersama-sama.
75,10,"Pada hari itu, manusia (yang ingkarkan hari kiamat) berkata, Ke manakah tempat untuk melarikan diri?"
75,11,Tidak! Tidak ada lagi tempat berlindung!
75,12,Hanya kepada Tuhanmu sahajalah terserah ketetapan segala perkara pada hari itu.
75,13,"Pada hari itu, manusia diberitahu apa-apa yang telah dilakukannya dan apa-apa yang dilalaikannya."
75,14,Bahkan (anggota badan) manusia menjadi saksi atas dirinya sendiri.
75,15,Dan meskipun dia memberikan pelbagai alasannya (untuk membela diri).
75,16,"Janganlah kamu (wahai Muhammad) kerana hendak cepat menghafaz al-Quran yang diturunkan kepadamu, menggerakkan lidahmu membacanya (sebelum selesai dibacakan kepadamu)."
75,17,Sesungguhnya Kami yang akan mengumpulkan al-Quran (dalam dadamu) dan menggerakkan lidahmu membacanya.
75,18,Apabila Kami telah menyempurnakan bacaannya (kepadamu melalui Jibril) maka ikutilah bacaannya.
75,19,Kemudian sesungguhnya Kami yang akan menjelaskan kandungannya.
75,20,"Sedarlah wahai orang yang lalai (sebenarnya kamu tidak ingat kesudahan kamu), bahkan kamu mencintai kehidupan dunia yang sebentar sahaja."
75,21,Dan kamu mengabaikan (bekalan untuk) hari akhirat (yang kekal abadi).
75,22,Dan wajah (orang yang beriman) pada hari itu berseri-seri.
75,23,Memandang Tuhannya.
75,24,"Dan pada hari itu, wajah (orang kafir) muram hodoh."
75,25,Mereka percaya dengan yakin bahawa mereka akan ditimpa malapetaka (azab seksa) yang membinasakan.
75,26,Sedarlah (ingatlah tentang hal orang yang hendak mati)! Apabila (nyawa) telah sampai ke kerongkong.
75,27,"Dan dikatakan (kepadanya), Siapakah yang dapat menyembuhkan?"
75,28,Dan dia yakin bahawa itulah waktu perpisahan (dengan dunia).
75,29,Dan kedahsyatan mati pun bertindih-tindih (bertaut betis kiri dengan betis kanan).
75,30,Kepada Tuhanmu jua pada hari itu kamu dibawa (untuk menerima balasan).
75,31,"(Oleh sebab orang kafir tidak mempercayai hari akhirat), maka dia tidak mengakui kebenaran (yang diwajibkan untuk diyakini) dan dia tidak mendirikan solat (yang difardukan)."
75,32,Akan tetapi dia mendustakan (Rasul) dan berpaling ingkar (daripada kebenaran).
75,33,Kemudian dia pergi kepada keluar-ganya dengan sombong.
75,34,(Wahai orang kafir!) Kecelakaanlah bagimu maka kecelakaanlah bagimu.
75,35,"Kemudian, kecelakaanlah bagimu dan kecelakaanlah bagimu!"
75,36,"Patutkah manusia menyangka, dia akan dibiarkan begitu sahaja (dengan tidak diberikan tanggungjawab dan tidak dihidupkan kembali untuk menerima balasan)?"
75,37,Bukankah dia berasal daripada setitis air mani yang dipancarkan (ke dalam rahim)?
75,38,"Kemudian mani itu menjadi sebuku darah beku, lalu Allah menjadikannya dan menyempurnakannya (sebagai manusia)."
75,39,"Lalu Allah menjadikan daripadanya dua jenis, iaitu lelaki dan perempuan."
75,40,Adakah (Allah yang menjadikan semuanya) itu tidak berkuasa menghidupkan orang yang mati? (Pasti Dia berkuasa)!
76,1,Bukankah telah berlalu kepada manusia satu waktu daripada masa (yang beredar) sedangkan dia (masih belum wujud lagi dan) tidak menjadi sesuatu benda yang disebut-sebut (maka mengapakah kaum musyrik itu mengingkari hari akhirat)?
76,2,"Sesungguhnya Kami telah aturkan cara mencipta manusia daripada setitis air mani yang bercampur (pati benih lelaki dan perempuan) yang Kami hendak mengujinya (dengan perintah dan larangan). Oleh sebab itulah, Kami jadikan dia boleh mendengar dan melihat."
76,3,"(Kerana keadaan itu tidak mencukupi, maka) sesungguhnya Kami telah menun-jukkan kepadanya (melalui akal dan Rasul) jalan (yang benar dan yang salah lalu terserah kepadanya) sama ada dia bersyukur (beriman dan taat) atau kufur (dengan mengingkari kebenaran atau derhaka)."
76,4,"Sesungguhnya Kami telah menyediakan bagi orang kafir (atau menderhaka) rantai, belenggu dan neraka yang menyala-nyala."
76,5,Sesungguhnya orang yang berbakti (dengan taat dan kebaikan) akan meminum daripada bejana sejenis minuman yang bercampur dengan Kafur.
76,6,(Iaitu) mata air (di dalam syurga) yang diminum oleh hamba-hamba Allah (yang taat) dan mereka dapat mengalirkan mata air itu (ke tempat tinggal mereka) dengan mudah dan menurut kemahuan mereka.
76,7,Mereka (memperoleh kesenangan itu) kerana mereka memenuhi nazar (apatah lagi yang diwajibkan Tuhan kepada mereka) dan mereka takutkan hari akhirat yang azabnya merata di sana sini.
76,8,"Dan mereka juga memberikan makanan yang disukai mereka kepada orang miskin, anak yatim dan orang yang ditawan."
76,9,"(Sambil berkata), Sesungguhnya kami memberi makanan kepada kamu hanya kerana mengharapkan keredhaan Allah, kami tidak mengharap sebarang balasan dan ucapan terima kasih daripada kamu."
76,10,Sesungguhnya kami takutkan (azab) Tuhan pada hari (ketika) orang yang bersalah berwajah masam penuh kesulitan.
76,11,"(Dengan sebab mereka menjaga diri daripada kesalahan), maka Allah melindungi mereka daripada kesengsaraan hari itu dan memberikan mereka keceriaan dan kegembiraan."
76,12,Dan Dia memberi balasan kepada mereka kerana kesabaran mereka (melakukan suruhan Allah dan meninggalkan larangan-Nya) dengan syurga dan (pakaian daripada) sutera.
76,13,"Di sana mereka duduk tersandar di atas pelamin-pelamin (yang berhias), di sana mereka tidak melihat (merasa teriknya) matahari dan tidak juga merasai dingin yang berlebihan."
76,14,Naungan (pohon-pohon) syurga dekat dengan mereka dan dimudahkan pula untuk mereka memetik buah-buahannya.
76,15,Dan diedarkan kepada mereka bejana-bejana daripada perak dan gelas-gelas yang bening seperti kaca (nampak jelas isinya).
76,16,(Keadaannya seperti) kaca yang jernih (sedangkan bejana itu) diperbuat daripada perak yang mana para pelayan itu menentukan kadar isinya yang sesuai dengan kehendak penggunanya.
76,17,Dan mereka di dalam syurga itu diberi minuman yang campurannya daripada Zanjabil.
76,18,Iaitu sebuah mata air di dalam syurga yang disebutkan sifatnya sebagai Salsabil.
76,19,"Dan mereka dilayan oleh anak-anak muda lelaki yang tetap kekal (dalam keadaan mudanya) yang sentiasa beredar di sekitar mereka. Apabila kamu melihat anak-anak muda itu, nescaya kamu menyangka mereka mutiara yang bertaburan."
76,20,"Dan apabila kamu melihat (keadaan) di sana (syurga), nescaya kamu akan melihat pelbagai kenikmatan dan kerajaan yang besar (tiada tolok bandingnya)."
76,21,Mereka di dalam syurga berpakaian sutera hijau yang diperbuat daripada sutera halus dan sutera tebal serta dihiasi dengan gelang tangan yang diperbuat daripada perak dan Tuhan mereka memberikan kepada mereka minuman yang bersih (dan suci).
76,22,"(Serta dikatakan kepada mereka), Sesungguhnya inilah balasan untuk kamu dan segala usaha kamu diterima dan dihargai (Allah)."
76,23,Sesungguhnya Kami yang menurunkan al-Quran kepadamu (wahai Muhammad) secara beransur-ansur.
76,24,Maka bersabarlah untuk menerima hukum Tuhanmu (memberi tempoh kepada golongan yang menentang) dan janganlah kamu mengikuti orang yang berdosa dan orang kafir antara mereka.
76,25,Dan sebutlah dengan lidah atau hati nama Tuhanmu (dalam dan luar solat) pada (waktu) pagi dan petang.
76,26,"Dan pada sebahagian waktu malam, bersujudlah kepada-Nya dan bertasbihlah (mendirikan solat tahajud) kepada-Nya pada sebahagian daripada waktu malam yang panjang."
76,27,Sesungguhnya mereka (orang kafir) itu mencintai kehidupan yang cepat habis dan meninggalkan (bekalan) hari akhirat yang berat (penderitaannya kepada orang yang tidak bertakwa).
76,28,"Kami telah mencipta mereka dan menguatkan tulang sendi dan urat saraf mereka. (Kami berkuasa membinasakan mereka) dan apabila Kami kehendaki, Kami gantikan mereka dengan orang yang serupa dengan mereka."
76,29,Sesungguhnya (ayat-ayat) ini ialah peringatan. Maka sesiapa yang mahukan (kebaikan bagi dirinya) tentu dia mengambil jalan menuju keredhaan Allah.
76,30,Dan kamu tidak menghendaki melakukan sesuatu perkara kecuali apabila dikehendaki Allah. Sesungguhnya Allah Maha Mengeta-hui lagi Maha Bijaksana (mengatur semua perkara yang dikehendaki-Nya).
76,31,Dia memasukkan sesiapa yang dikehendaki-Nya ke dalam rahmat-Nya (syurga). Adapun bagi orang yang zalim disediakan bagi mereka azab yang pedih.
77,1,Demi (makhluk-makhluk) yang dihantar berturut-turut (menjalankan tugasnya).
77,2,Juga yang merempuh mara dengan sekencang-kencangnya.
77,3,Demi (makhluk) yang menyebarkan (pengajaran dan peringatan) dengan sebaran yang bersungguh-sungguh.
77,4,Serta yang memisahkan (antara yang benar dengan yang salah) dengan pemisahan yang sejelas-jelasnya.
77,5,Lalu menyampaikan pengajaran dan peringatan (kepada manusia).
77,6,"Untuk menghapuskan kesalahan orang yang bertaubat, membaiki keadaan dirinya dan untuk menakutkan orang yang ingkar."
77,7,(Sumpah demi sumpah) sesungguhnya segala yang dijanjikan kepadamu tetap akan berlaku.
77,8,Maka apabila bintang-bintang (binasa) hilang lenyap.
77,9,Dan apabila langit terbelah.
77,10,Dan apabila gunung-ganang hancur lebur berterbangan.
77,11,Dan apabila para Rasul telah ditetapkan waktunya untuk dipanggil menjadi saksi terhadap umatnya (sudah tentu manusia akan menerima balasan masing-masing).
77,12,(Jika ditanyakan) hari yang manakah (perkara-perkara yang besar) itu ditang-guhkan?
77,13,(Jawabnya) sampai hari keputusan hukum.
77,14,Dan tahukah kamu apakah hari keputusan hukum itu?
77,15,Celakalah pada hari itu bagi orang yang mendustakan (apa-apa yang dijanjikan oleh Rasul-Nya).
77,16,"Bukankah Kami telah binasakan kaum terdahulu (yang ingkar derhaka seperti kaum Nuh, Aad dan Thamud?"
77,17,Kemudian Kami iringi mereka dengan (membinasakan orang yang ingkar daripada) orang yang datang kemudian.
77,18,Demikianlah Kami perlakukan terhadap sesiapa yang berdosa.
77,19,Celakalah pada hari itu bagi orang yang mendustakan (apa-apa yang Kami janjikan)!
77,20,Bukankah Kami telah menciptakan kamu daripada air (mani) yang sedikit dipandang orang.
77,21,Lalu Kami jadikan air (benih) itu pada tempat penetapan yang kukuh.
77,22,Sehingga sampai waktu yang ditentukan.
77,23,"Lalu Kami tentukan (bentuknya), maka Kami sebaik-baik yang menentukan setiap sesuatu."
77,24,Celakalah pada hari itu bagi orang yang mendustakan (kekuasaan Kami).
77,25,Bukankah Kami jadikan bumi sebagai (tempat) berkumpul (penduduknya)?
77,26,Yang hidup dan yang mati?
77,27,"Dan Kami jadikan padanya gunung-ganang yang tinggi, dan Kami beri minuman kepada kamu air tawar yang menghilangkan dahaga."
77,28,"Celakalah pada hari itu, bagi orang yang mendustakan (nikmat pemberian Kami)!"
77,29,"(Dikatakan kepada mereka ketika diazab), Pergilah kamu mendapatkan azab yang dahulu kamu dustakan."
77,30,Pergilah kamu mendapatkan naungan (asap api neraka) yang bercabang tiga.
77,31,Yang tidak melindungi dan tidak dapat memberikan sebarang perlindungan daripada nyalaan api neraka.
77,32,Sesungguhnya neraka itu menyemburkan bunga api (sebesar dan setinggi) bangunan besar.
77,33,(Banyaknya dan warnanya) bunga api itu seolah-olah rombongan unta kuning.
77,34,Celakalah pada hari itu bagi orang yang mendustakan (keadaan yang demikian)!
77,35,Inilah hari mereka tidak dapat berbicara (setiap orang terpinga-pinga ketakutan).
77,36,"Dan tidak diizinkan mereka bercakap, maka mereka tidak dapat meminta maaf."
77,37,Celakalah pada hari itu bagi orang yang mendustakan (hari akhirat)!
77,38,Inilah hari keputusan (siapa yang benar dan siapa yang salah). Kami kumpulkan kamu bersama-sama orang yang terdahulu.
77,39,"Oleh itu, jika kamu ada sebarang tipu daya untuk melepaskan diri, maka cuba lakukan (tipu daya) itu terhadap azab-Ku."
77,40,"Celakalah pada hari itu, bagi orang yang mendustakan (apa-apa yang telah dijanjikan oleh Allah)!"
77,41,Sesungguhnya orang yang bertakwa berada dalam naungan (pepohonan syurga yang teduh) dan (di sekitar) mata air.
77,42,Dan menikmati pelbagai jenis buah-buahan yang diingini mereka.
77,43,"(Katakanlah kepada mereka), Makan dan minumlah dengan rasa nikmat sebagai balasan daripada apa-apa yang telah kamu kerjakan."
77,44,Sesungguhnya demikianlah Kami memberi balasan kepada orang yang berbuat kebaikan.
77,45,Celakalah pada hari itu bagi orang yang mendustakan (nikmat-nikmat syurga).
77,46,Makanlah dan bersenanglah kamu (wahai orang yang ingkar!) sementara waktu hidup (kemudian kamu akan menghadapi bahaya). Sesungguhnya kamu orang yang berdosa!
77,47,Celakalah pada hari itu bagi orang yang mendustakan (amaran Allah)!
77,48,"Dan apabila dikatakan kepada mereka (yang ingkar), Taatlah dan dirikanlah solat, mereka enggan melakukannya."
77,49,Celakalah pada hari itu bagi orang yang mendustakan (perintah Allah dan larangan-Nya)!
